序号,人群,问题分类,问题名称,原理,方法名称,三字经,方法详情,附件,老年人适用时间段,高精质适用时间段,未孕女性适用时间段,"备孕女性
适用时间段","待产女性
适用时间段","产后女性
适用时间段","已育女性
适用时间段"
229,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,阅读,多活动，常积累，变积极，排消极。,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,/photo/kanshu.jpg,,,休闲4,,,,
230,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,唱歌,多活动，常积累，变积极，排消极。,\t唱歌时大脑释放的激素，能促进身心愉快，提高免疫能力，是最好的“保健药”。,/photo/changge11.jpg,,,休闲3,,,,
231,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,练书法,多活动，常积累，变积极，排消极。,\t练书法不仅能带来生理状态的松弛，也能帮助心理状态的宁静，有助于排除不良因素的干扰，达到养心安神、调节平衡的作用。,/photo/gangbizi.jpg,,,休闲1,,,,
232,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,涂鸦,多活动，常积累，变积极，排消极。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,休闲2,,,,
233,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,看电影,多活动，常积累，变积极，排消极。,\t电影能牵动人的情绪，其中的情节可令人产生共鸣，甚至能帮助人解开心中的郁结，疗愈一直隐藏在心底的创伤。,/photo/kandianying1.jpg,,,休闲3,,,,
234,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,郊游,多活动，常积累，变积极，排消极。,\t在大自然的怀抱里享受自然的山水风光，领略自然界的美景，必然能使心胸开阔，舒畅坦荡。,/photo/jiaoyou.jpg,,,休闲1（周末）,,,,
235,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,做手工,多活动，常积累，变积极，排消极。,\t在做手工时需要聚精会神、专心致志，可排除杂念和消除不良情绪，净化人的心灵，产生愉悦、乐观的精神状态。,/photo/zuoshougong1.jpg,,,休闲3,,,,
236,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,跳舞,多活动，常积累，变积极，排消极。,\t轻松的舞步，矫健的动作，愉快的音乐，能使人心旷神怡，也是一种美的享受。,/photo/tiaowu.jpg,,,休闲1,,,,
237,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,摄影,多活动，常积累，变积极，排消极。,\t摄影一种最放松的全身运动，既锻炼了身体又培养了兴趣，让你对外面的世界充满好奇，保持旺盛的生命力。,/photo/shexiangji.jpg,,,休闲1（周末）,,,,
238,,精神,自卑感,\t多做开阔心身的活动，当人积累了足够多的积极的行动之后，人也会自觉的变得积极起来，消极的情绪自然会得到舒缓。,垂钓,多活动，常积累，变积极，排消极。,\t垂钓时，意识完全潜没在鱼漂的一抖一动的意境之中。这时，人的心跳搏动最正常，血压最稳定。只有一小部分的脑神经在运动，大部分脑神经则得到充分休息。这就起到了调节、放松、消除疲劳的作用。,/photo/chuidiao.jpg,,,休闲2（周末）,,,,
239,,精神,自卑感,\t休闲运动能帮助我们在娱乐的同时达到运动的效果，坚持锻炼，不仅能强身健体、纤体塑形、排毒养颜，还能增强自信，培养乐观积极的情绪状态。,游泳,常运动，强身体，心情悦，增信心。,\t一旦进入水中，就一心一意享受着水带来的乐趣，将一切烦恼抛到一边，会感到情绪高涨、精力充沛。,/photo/youyong.jpg,,,休闲1,,,,
240,,精神,自卑感,\t休闲运动能帮助我们在娱乐的同时达到运动的效果，坚持锻炼，不仅能强身健体、纤体塑形、排毒养颜，还能增强自信，培养乐观积极的情绪状态。,爬楼梯,常运动，强身体，心情悦，增信心。,\t上下爬楼梯10分钟是良好的护心运动，可改善心肌血液循环，恢复心脏活力，浑身更有劲，提神醒脑，释放压力，放松心情。,/photo/palouti.jpg,,,休闲2,,,,
241,,精神,自卑感,\t休闲运动能帮助我们在娱乐的同时达到运动的效果，坚持锻炼，不仅能强身健体、纤体塑形、排毒养颜，还能增强自信，培养乐观积极的情绪状态。,逛街,常运动，强身体，心情悦，增信心。,\t逛街是一种很好的有氧运动，即让你在你不知不觉中锻炼了身体，又愉悦了心情。,/photo/guangjie.jpg,,,休闲3,,,,
242,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,摄影,陶性情，消抑郁，心愉悦，燃热情。,\t摄影不仅能排除无聊寂寞感，而且一路走一路拍，是一种最放松的全身运动，既锻炼了身体又培养了兴趣，让你对外面的世界充满好奇，保持旺盛的生命力和健康的心态。,/photo/shexiangji.jpg,,,休闲1（周末）,,,,
243,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,烹饪,陶性情，消抑郁，心愉悦，燃热情。,\t不但能充实生活，增长自己的菅养知识和烹饪技巧，还能为家人带来健康和美的享受。,/photo/pengren.jpg,,,休闲3,,,,
244,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,郊游,陶性情，消抑郁，心愉悦，燃热情。,\t出去走走看看，在欣赏大自然的美景的同时，用相机记录下来，不仅陶冶情操，愉悦心情，更重要的是从中开阔了视野和锻炼了身体，得到艺术和健康双丰收。,/photo/jiaoyou.jpg,,,休闲1,,,,
245,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,跳舞,陶性情，消抑郁，心愉悦，燃热情。,\t轻松的舞步，矫健的动作，愉快的音乐，能使人心旷神怡，也是一种美的享受。,/photo/tiaowu.jpg,,,休闲3,,,,
246,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,读书,培兴趣，陶怡情，消抑郁，心愉悦。,\t读书能增长知识，陶冶性情，找到精神寄托。悉心捧读一本好书，自可领略书中深邃的意境，实属妙不可言。医学专家认为无论阅读或朗诵，都有增强肺功能之效，且能活跃思维，是一种健身强脑的"良药"。,/photo/kanshu.jpg,,,休闲4,,,,
247,,精神,孤独感,\t培养广泛的兴趣爱好，能陶冶性情、消除抑郁、保持心情愉悦，重燃对生活的热情。,养宠物,培兴趣，陶怡情，消抑郁，心愉悦。,\t一项研究发现，饲养宠物对老人的身心健康非常有益，而且许多家中养有宠物的人，比不养宠物的人要健康许多，上医院看病的次数也更少，养宠物还可以提高老人的生活能力。,/photo/chongwu.jpg,,,休闲2,,,,
248,,精神,孤独感,\t约上有几个知心朋友，大家聚一聚，一壶清茶、一杯咖啡，谈谈自己的最近生活和变化。,会旧友,会旧友，谈变化，心减负，得感悟。,\t和旧友会面，聊聊天，说说各自的变化，给心灵来个“减负”，有时还会从交流中得到不少人生感悟。,/photo/huijiuyou.jpg,,,休闲1（周末）,,,,
249,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,听相声,培兴趣，使充实，消抑郁，愉身心。,\t听相声常引发笑声一片，笑的好处有很多。挪威科学技术大学一项研究成果显示，笑可以使人产生更多的保护性荷尔蒙，调节血压，减小压力，增强免疫系统。,/photo/xiangsheng.jpg,,,休闲1,,,,
250,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,赏画,培兴趣，使充实，消抑郁，愉身心。,\t赏画除了能开阔心胸和眼界、调节心情、减少烦躁和焦虑外，还可通过欣赏绘画作品的特点和画技，增强人大脑的活跃度，起到一定预防痴呆的作用。,/photo/huazhan.jpg,,,休闲2,,,,
251,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,练书法,培兴趣，使充实，消抑郁，愉身心。,\t练习书法过程中，陶冶性情的同时还能锻炼身体。当完成一幅满意的作品，会产生一种成功喜悦之感，有益身心健康。,/photo/lianshufa.jpg,,,休闲3,,,,
252,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,绘画,培兴趣，使充实，消抑郁，愉身心。,\t书画是一种高尚的爱好和兴趣，它们都有着形象美、情境美和笔端墨趣，可供欣赏和享受。它可以陶冶人的感情，可以使人的业余时间、老年生活更允实，更有意义。,/photo/huihua.jpg,,,休闲1,,,,
253,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,插花,培兴趣，使充实，消抑郁，愉身心。,\t插花是一种很好的修身养性之道，插花时讲究心平气和，神态专注，举止文明、优雅， 提高精神文化素质和艺术修养、陶冶情操的同时，还可美化生活，增加情趣。,/photo/chahua.jpg,,,休闲2,,,,
254,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,涂鸦,培兴趣，使充实，消抑郁，愉身心。,\t给结构复杂的图形图上自己喜欢的颜色，全身心的投入到色彩的时候，就能接近冥想的状态，内心就会变得简单而单纯。,/photo/tuya.jpg,,,休闲4,,,,
255,,精神,空虚感,\t培养广泛的兴趣爱好，使生活充实起来，能陶冶性情、消除抑郁、保持心情愉悦。,摄影,培兴趣，使充实，消抑郁，愉身心。,\t摄影一种最放松的全身运动，既锻炼了身体又培养了兴趣，让你对外面的世界充满好奇，保持旺盛的生命力。,/photo/shexiangji.jpg,,,休闲1（周末）,,,,
256,,精神,空虚感,\t出去走走看看，在欣赏大自然的美景的同时，用相机记录下来，不仅陶冶情操，愉悦心情，更重要的是从中开阔了视野和锻炼了身体，得到艺术和健康双丰收。,郊游,出门游，赏美景，身健康，心愉悦。,\t在大自然的怀抱里享受自然的山水风光，领略自然界的美景，必然能更加心胸阔，舒畅坦荡，身体健康，延年益寿。,/photo/jiaoyou.jpg,,,休闲1（周末）,,,,
257,,精神,空虚感,\t约上有几个知心朋友，大家聚一聚，一壶清茶、一杯咖啡，谈谈自己的最近生活和变化。,会旧友,会旧友，谈变化，心减负，得感悟。,\t和旧友会面，聊聊天，说说各自的变化，给心灵来个“减负”，有时还会从交流中得到不少人生感悟。,/photo/huijiuyou.jpg,,,休闲1（周末）,,,,
258,,精神,空虚感,\t读书可以说是最简单、消费最低的放松的方式，抛开所有烦恼，沉浸在书的世界，不仅可以放松身心，还可以使人增加知识和乐趣。,读书,常读书，获知识，增情趣，愉身心。,\t读书是填补空虚的良方。读书能使人找到解决问题的钥匙，使人从寂寞与空虚中解脱出来。读书越多，知识越丰富，生活也就越充实。,/photo/kanshu.jpg,,,休闲3,,,,
259,,精神,空虚感,\t在小院子中种植自己喜爱的瓜果蔬菜、花草树木或养些鸡鸭等，通过挖土、施肥、种植这类“中等强度”运动，不仅使全身肌肉在自然的环境中得到锻炼，而且使身心愉悦，重燃对生活的热情和信心。,养花草,种瓜果，养花草，轻锻炼，心愉悦。,\t花草是一种恬静、美好的生命，而且能净化空气，杀灭细菌，在养殖的过程中， 我们需要定期给他们浇浇水、剪剪枝、换换土，对我们来说就是一套“韵律操”，对身心都有益。,/photo/yanghuacao.jpg,,,休闲1,,,,
260,,精神,空虚感,\t在小院子中种植自己喜爱的瓜果蔬菜、花草树木或养些鸡鸭等，通过挖土、施肥、种植这类“中等强度”运动，不仅使全身肌肉在自然的环境中得到锻炼，而且使身心愉悦，重燃对生活的热情和信心。, 做园艺,种瓜果，养花草，轻锻炼，心愉悦。,\t在安逸的花园中走动，可感受新鲜空气、温暖阳光，既能锻炼身体，预防骨质疏松、老年痴呆、糖尿病等疾病，还能调节情志，延年益寿。,/photo/yuanyi.jpg,,,休闲2（周末）,,,,
